missions,tasks_per_mission,total_tasks,manpower,shift,location,campaign_in_weeks
19,35,665,222,3,2,7
14,48,672,224,3,3,6
10,29,290,97,3,3,6
15,42,630,210,3,2,4
19,23,437,146,3,3,5
4,45,180,60,3,3,4
2,26,52,18,3,3,4
9,30,270,90,3,2,8
10,55,550,184,3,3,4
11,25,275,92,3,3,5
14,55,770,257,3,2,4
7,25,175,59,3,3,4
15,29,435,145,3,3,5
19,38,722,241,3,3,4
15,37,555,185,3,3,4
8,17,136,46,3,3,4
11,33,363,121,3,2,7
9,12,108,36,3,3,4
15,34,510,170,3,2,4
1,28,28,10,3,3,4
1,42,42,14,3,2,7
19,11,209,70,3,2,5
3,24,72,24,3,2,5
10,31,310,104,3,3,4
8,19,152,51,3,3,4
15,27,405,135,3,3,4
10,31,310,104,3,3,4
1,55,55,19,3,3,4
18,58,1044,348,3,2,8
2,36,72,24,3,2,5
19,22,418,140,3,2,4
13,42,546,182,3,3,4
1,14,14,5,3,3,5
2,35,70,24,3,2,4
16,22,352,118,3,3,4
15,36,540,180,3,3,4
13,23,299,100,3,2,4
16,33,528,176,3,2,5
17,12,204,68,3,3,4
7,56,392,131,3,3,4
17,60,1020,340,3,2,4
7,58,406,136,3,3,5
13,39,507,169,3,2,4
5,44,220,74,3,2,4
17,57,969,323,3,2,7
3,23,69,23,3,3,8
7,21,147,49,3,2,8
17,37,629,210,3,2,6
7,53,371,124,3,3,4
1,38,38,13,3,2,4
17,52,884,295,3,3,4
17,26,442,148,3,3,4
11,49,539,180,3,3,8
3,58,174,58,3,2,5
15,30,450,150,3,2,5
11,32,352,118,3,3,4
16,29,464,155,3,3,7
9,20,180,60,3,3,6
1,43,43,15,3,2,4
16,19,304,102,3,3,6
9,19,171,57,3,3,4
19,52,988,330,3,3,4
12,15,180,60,3,2,4
19,45,855,285,3,3,4
9,33,297,99,3,2,4
7,21,147,49,3,2,4
14,52,728,243,3,3,8
19,32,608,203,3,3,4
19,36,684,228,3,3,5
2,54,108,36,3,2,4
9,46,414,138,3,2,4
13,15,195,65,3,2,4
15,10,150,50,3,3,4
3,15,45,15,3,2,4
11,59,649,217,3,3,4
14,31,434,145,3,3,4
8,50,400,134,3,3,4
18,33,594,198,3,2,6
19,34,646,216,3,2,4
16,24,384,128,3,2,4
2,35,70,24,3,3,4
8,17,136,46,3,2,4
6,60,360,120,3,2,4
12,33,396,132,3,3,8
15,57,855,285,3,3,5
8,47,376,126,3,2,4
4,15,60,20,3,3,4
15,44,660,220,3,2,4
20,51,1020,340,3,3,5
17,10,170,57,3,3,4
13,55,715,239,3,2,4
18,45,810,270,3,3,6
2,21,42,14,3,3,5
13,47,611,204,3,3,6
13,20,260,87,3,2,6
15,21,315,105,3,3,7
20,51,1020,340,3,3,4
10,59,590,197,3,2,4
3,48,144,48,3,2,5
19,16,304,102,3,3,4
3,20,60,20,3,3,8
14,45,630,210,3,3,4
8,40,320,107,3,2,4
4,42,168,56,3,3,4
20,22,440,147,3,2,4
11,27,297,99,3,2,4
11,50,550,184,3,3,5
11,33,363,121,3,3,4
2,18,36,12,3,2,5
17,40,680,227,3,3,4
9,50,450,150,3,3,4
2,19,38,13,3,2,4
15,11,165,55,3,3,4
16,47,752,251,3,2,5
4,24,96,32,3,3,6
8,12,96,32,3,2,6
9,52,468,156,3,2,8
5,40,200,67,3,3,4
16,15,240,80,3,2,7
13,12,156,52,3,2,6
7,20,140,47,3,3,6
20,24,480,160,3,3,4
17,54,918,306,3,3,8
3,37,111,37,3,2,4
5,19,95,32,3,2,5
19,47,893,298,3,2,4
12,56,672,224,3,3,4
7,59,413,138,3,2,4
9,59,531,177,3,2,4
6,16,96,32,3,3,4
17,24,408,136,3,2,6
16,27,432,144,3,3,4
3,27,81,27,3,3,4
4,50,200,67,3,3,4
10,33,330,110,3,2,4
5,11,55,19,3,2,4
10,49,490,164,3,2,4
12,29,348,116,3,3,4
10,43,430,144,3,3,4
13,52,676,226,3,3,4
11,35,385,129,3,2,4
16,16,256,86,3,2,4
8,47,376,126,3,2,8
8,39,312,104,3,2,4
8,51,408,136,3,2,4
13,14,182,61,3,3,4
2,20,40,14,3,2,4
12,10,120,40,3,3,4
10,43,430,144,3,3,4
12,10,120,40,3,2,4
11,28,308,103,3,3,4
15,11,165,55,3,2,4
16,30,480,160,3,2,4
17,29,493,165,3,3,8
2,32,64,22,3,2,4
18,30,540,180,3,2,4
12,33,396,132,3,3,8
19,13,247,83,3,3,6
18,21,378,126,3,3,4
17,31,527,176,3,3,5
6,29,174,58,3,3,4
15,27,405,135,3,3,4
3,10,30,10,3,2,4
6,39,234,78,3,2,4
3,42,126,42,3,2,4
1,33,33,11,3,3,4
13,23,299,100,3,2,4
14,45,630,210,3,3,4
13,14,182,61,3,2,4
4,20,80,27,3,3,4
7,33,231,77,3,2,4
10,40,400,134,3,3,4
7,22,154,52,3,3,8
15,25,375,125,3,3,4
15,33,495,165,3,3,4
4,22,88,30,3,2,6
6,33,198,66,3,2,4
20,35,700,234,3,3,6
5,11,55,19,3,3,4
20,25,500,167,3,3,4
12,47,564,188,3,2,4
1,55,55,19,3,3,4
8,10,80,27,3,3,4
1,58,58,20,3,2,6
5,20,100,34,3,3,5
6,60,360,120,3,3,4
3,44,132,44,3,2,5
15,52,780,260,3,3,4
5,38,190,64,3,3,4
14,46,644,215,3,2,4
18,26,468,156,3,3,5
16,48,768,256,3,2,4
6,51,306,102,3,3,4
14,37,518,173,3,3,6
8,38,304,102,3,3,4
7,52,364,122,3,3,4
8,12,96,32,3,3,4
13,19,247,83,3,2,4
6,51,306,102,3,3,4
18,23,414,138,3,3,8
2,21,42,14,3,2,4
8,56,448,150,3,2,4
11,51,561,187,3,3,4
1,39,39,13,3,2,4
6,41,246,82,3,3,4
16,41,656,219,3,2,7
20,51,1020,340,3,2,4
12,41,492,164,3,3,4
11,35,385,129,3,2,4
10,60,600,200,3,3,4
3,10,30,10,3,2,5
13,51,663,221,3,2,6
3,11,33,11,3,2,4
15,26,390,130,3,3,7
16,39,624,208,3,3,4
13,48,624,208,3,2,4
17,16,272,91,3,3,4
3,36,108,36,3,3,4
20,18,360,120,3,3,8
11,31,341,114,3,2,4
19,43,817,273,3,3,4
11,55,605,202,3,2,6
16,58,928,310,3,2,4
3,10,30,10,3,2,6
6,18,108,36,3,2,4
14,29,406,136,3,2,4
18,28,504,168,3,3,7
17,45,765,255,3,3,4
4,49,196,66,3,2,6
15,54,810,270,3,3,4
11,13,143,48,3,3,6
3,18,54,18,3,3,4
3,50,150,50,3,3,4
16,31,496,166,3,3,6
5,27,135,45,3,3,4
10,21,210,70,3,3,5
19,51,969,323,3,2,6
4,52,208,70,3,2,5
19,48,912,304,3,2,7
11,18,198,66,3,3,4
2,15,30,10,3,3,4
10,28,280,94,3,2,4
11,57,627,209,3,3,4
20,56,1120,374,3,3,4
16,16,256,86,3,2,4
19,25,475,159,3,2,4
11,14,154,52,3,2,4
14,25,350,117,3,3,4
2,10,20,7,3,3,6
5,60,300,100,3,3,4
5,46,230,77,3,2,4
19,48,912,304,3,2,6
12,28,336,112,3,3,4
18,46,828,276,3,2,8
4,26,104,35,3,2,4
17,35,595,199,3,3,4
10,31,310,104,3,2,4
20,17,340,114,3,2,5
6,42,252,84,3,2,4
14,11,154,52,3,3,6
11,39,429,143,3,3,4
11,56,616,206,3,2,4
18,29,522,174,3,3,4
18,27,486,162,3,3,4
11,52,572,191,3,3,4
12,19,228,76,3,2,7
5,33,165,55,3,3,4
9,13,117,39,3,2,4
9,46,414,138,3,2,4
10,13,130,44,3,3,6
19,22,418,140,3,2,8
1,34,34,12,3,3,5
7,22,154,52,3,3,8
4,27,108,36,3,2,5
1,33,33,11,3,2,8
15,11,165,55,3,3,5
8,57,456,152,3,3,4
12,42,504,168,3,3,4
18,28,504,168,3,3,4
15,18,270,90,3,2,4
17,37,629,210,3,2,4
14,44,616,206,3,2,4
14,48,672,224,3,3,7
18,19,342,114,3,2,4
20,10,200,67,3,2,5
18,51,918,306,3,2,5
16,30,480,160,3,2,8
1,18,18,6,3,3,7
11,56,616,206,3,2,5
15,24,360,120,3,2,4
12,44,528,176,3,2,4
8,14,112,38,3,2,4
20,50,1000,334,3,3,5
6,31,186,62,3,3,6
3,50,150,50,3,2,5
13,32,416,139,3,3,4
13,16,208,70,3,3,4
2,32,64,22,3,3,4
5,53,265,89,3,3,4
17,34,578,193,3,2,4
6,36,216,72,3,3,4
2,50,100,34,3,3,6
4,15,60,20,3,2,4
11,43,473,158,3,2,4
8,18,144,48,3,2,8
12,58,696,232,3,2,4
8,42,336,112,3,3,4
11,60,660,220,3,2,4
20,15,300,100,3,3,4
8,46,368,123,3,3,4
8,40,320,107,3,2,4
17,43,731,244,3,2,4
20,50,1000,334,3,3,4
20,38,760,254,3,3,4
16,23,368,123,3,2,6
14,45,630,210,3,2,4
11,45,495,165,3,2,7
7,24,168,56,3,3,4
16,17,272,91,3,3,4
13,35,455,152,3,2,5
15,45,675,225,3,3,4
16,57,912,304,3,2,4
9,30,270,90,3,3,4
3,37,111,37,3,3,4
19,13,247,83,3,2,5
20,25,500,167,3,2,7
5,31,155,52,3,2,4
10,21,210,70,3,3,4
17,25,425,142,3,3,4
15,60,900,300,3,2,8
8,49,392,131,3,3,6
15,47,705,235,3,2,7
14,51,714,238,3,3,4
20,46,920,307,3,2,5
7,38,266,89,3,3,4
12,27,324,108,3,3,4
17,19,323,108,3,3,7
17,51,867,289,3,3,4
10,48,480,160,3,2,8
19,27,513,171,3,3,4
14,10,140,47,3,2,6
11,48,528,176,3,2,4
2,30,60,20,3,2,4
18,10,180,60,3,2,4
7,24,168,56,3,3,4
12,13,156,52,3,2,4
2,29,58,20,3,3,4
20,19,380,127,3,3,4
18,32,576,192,3,3,4
6,50,300,100,3,3,4
10,43,430,144,3,2,4
20,55,1100,367,3,3,6
15,57,855,285,3,2,6
5,42,210,70,3,3,4
20,43,860,287,3,3,4
3,48,144,48,3,2,5
5,19,95,32,3,3,4
8,29,232,78,3,3,4
8,10,80,27,3,3,4
8,22,176,59,3,3,4
12,10,120,40,3,3,4
8,14,112,38,3,2,4
11,25,275,92,3,3,4
14,24,336,112,3,3,4
8,58,464,155,3,2,4
10,37,370,124,3,3,4
7,40,280,94,3,2,4
17,32,544,182,3,3,4
4,57,228,76,3,3,7
13,54,702,234,3,2,4
4,52,208,70,3,3,4
5,26,130,44,3,3,4
4,58,232,78,3,2,4
18,43,774,258,3,2,4
6,22,132,44,3,3,4
2,23,46,16,3,2,6
11,20,220,74,3,3,4
14,37,518,173,3,2,6
5,51,255,85,3,3,4
6,41,246,82,3,2,8
10,44,440,147,3,2,5
8,40,320,107,3,2,8
14,26,364,122,3,2,4
3,56,168,56,3,2,4
12,18,216,72,3,2,5
16,19,304,102,3,2,6
17,17,289,97,3,2,8
1,30,30,10,3,2,4
10,22,220,74,3,3,5
10,59,590,197,3,2,4
2,14,28,10,3,3,4
9,15,135,45,3,2,4
13,39,507,169,3,3,4
16,40,640,214,3,3,7
18,26,468,156,3,2,4
19,20,380,127,3,2,4
12,29,348,116,3,3,4
8,57,456,152,3,3,4
17,18,306,102,3,2,4
15,11,165,55,3,2,4
10,46,460,154,3,2,4
15,10,150,50,3,3,6
15,13,195,65,3,2,8
7,45,315,105,3,2,4
13,34,442,148,3,2,4
17,12,204,68,3,2,4
9,18,162,54,3,2,5
8,31,248,83,3,3,4
20,32,640,214,3,3,4
18,21,378,126,3,2,4
13,19,247,83,3,2,8
16,43,688,230,3,3,4
9,52,468,156,3,2,4
12,19,228,76,3,3,8
12,39,468,156,3,2,4
6,31,186,62,3,3,5
19,15,285,95,3,3,4
7,59,413,138,3,2,8
3,11,33,11,3,3,4
16,39,624,208,3,2,6
18,11,198,66,3,3,4
16,41,656,219,3,2,5
7,51,357,119,3,2,4
4,25,100,34,3,2,4
8,21,168,56,3,3,5
13,10,130,44,3,2,4
13,17,221,74,3,2,4
17,57,969,323,3,2,4
17,59,1003,335,3,3,6
5,22,110,37,3,2,4
6,24,144,48,3,3,6
19,53,1007,336,3,3,4
13,17,221,74,3,3,4
14,19,266,89,3,2,4
4,55,220,74,3,2,4
7,14,98,33,3,3,4
8,59,472,158,3,2,4
13,28,364,122,3,2,4
6,56,336,112,3,3,8
6,47,282,94,3,3,4
3,20,60,20,3,2,4
3,52,156,52,3,3,4
13,29,377,126,3,2,4
2,29,58,20,3,3,4
16,30,480,160,3,2,4
6,27,162,54,3,2,5
8,59,472,158,3,3,4
8,19,152,51,3,2,4
6,43,258,86,3,2,4
14,35,490,164,3,3,4
3,39,117,39,3,2,4
10,18,180,60,3,2,4
3,55,165,55,3,2,4
12,60,720,240,3,3,4
17,40,680,227,3,3,5
5,51,255,85,3,3,4
20,13,260,87,3,3,4
9,15,135,45,3,3,4
20,23,460,154,3,2,4
7,13,91,31,3,2,4
4,35,140,47,3,2,4
13,56,728,243,3,3,5
13,57,741,247,3,2,4
10,48,480,160,3,3,4
18,26,468,156,3,2,4
17,28,476,159,3,3,4
20,60,1200,400,3,2,4
20,58,1160,387,3,2,4
13,15,195,65,3,3,4
17,38,646,216,3,2,4
4,20,80,27,3,2,4
1,25,25,9,3,3,6
1,39,39,13,3,2,4
15,34,510,170,3,2,4
13,49,637,213,3,3,5
17,20,340,114,3,3,6
8,16,128,43,3,3,6
18,35,630,210,3,3,4
13,31,403,135,3,3,6
14,34,476,159,3,2,4
8,28,224,75,3,3,4
8,40,320,107,3,3,4
15,35,525,175,3,2,5
13,51,663,221,3,2,4
7,50,350,117,3,2,4
5,45,225,75,3,2,4
17,32,544,182,3,2,4
16,56,896,299,3,3,6
2,22,44,15,3,2,4
18,34,612,204,3,3,4
17,11,187,63,3,2,5
7,11,77,26,3,3,4
13,25,325,109,3,2,4
18,18,324,108,3,3,6
14,37,518,173,3,3,7
18,22,396,132,3,3,6
13,44,572,191,3,3,4
11,50,550,184,3,3,4
16,22,352,118,3,3,4
17,40,680,227,3,3,4
8,30,240,80,3,3,4
19,41,779,260,3,3,4
20,43,860,287,3,3,6
15,17,255,85,3,2,4
9,50,450,150,3,3,4
20,57,1140,380,3,3,4
10,11,110,37,3,2,4
12,47,564,188,3,3,8
20,41,820,274,3,3,4
1,49,49,17,3,2,4
20,37,740,247,3,2,4
9,46,414,138,3,3,4
15,50,750,250,3,2,4
1,10,10,4,3,3,6
12,50,600,200,3,3,4
3,19,57,19,3,3,4
11,13,143,48,3,2,4
2,44,88,30,3,3,5
16,19,304,102,3,3,5
9,56,504,168,3,2,4
15,20,300,100,3,3,4
12,23,276,92,3,3,6
1,47,47,16,3,3,5
13,21,273,91,3,3,6
14,54,756,252,3,3,6
8,26,208,70,3,3,4
8,25,200,67,3,2,4
12,44,528,176,3,3,6
1,11,11,4,3,3,7
11,20,220,74,3,2,4
8,50,400,134,3,3,4
10,12,120,40,3,3,8
19,38,722,241,3,2,4
11,27,297,99,3,2,6
7,29,203,68,3,2,4
11,56,616,206,3,2,4
17,23,391,131,3,2,4
1,43,43,15,3,2,4
8,58,464,155,3,2,4
6,40,240,80,3,3,4
18,49,882,294,3,3,5
6,51,306,102,3,3,8
5,27,135,45,3,2,4
13,39,507,169,3,3,4
19,34,646,216,3,2,4
8,28,224,75,3,3,4
9,17,153,51,3,3,4
17,37,629,210,3,3,4
3,17,51,17,3,3,4
19,40,760,254,3,2,4
11,12,132,44,3,2,4
17,12,204,68,3,3,5
19,53,1007,336,3,2,4
2,31,62,21,3,2,6
8,26,208,70,3,3,7
19,45,855,285,3,2,8
7,26,182,61,3,2,7
17,23,391,131,3,2,4
6,60,360,120,3,2,4
19,18,342,114,3,3,4
6,39,234,78,3,3,6
2,30,60,20,3,2,6
6,21,126,42,3,3,6
5,46,230,77,3,3,4
19,41,779,260,3,3,5
20,20,400,134,3,2,4
4,29,116,39,3,2,4
17,44,748,250,3,3,5
11,56,616,206,3,3,4
4,55,220,74,3,2,8
13,20,260,87,3,3,4
20,17,340,114,3,2,6
17,13,221,74,3,3,4
9,36,324,108,3,2,6
4,53,212,71,3,2,6
14,49,686,229,3,2,7
19,47,893,298,3,2,4
3,56,168,56,3,3,7
14,39,546,182,3,2,4
8,53,424,142,3,3,4
1,57,57,19,3,2,4
10,57,570,190,3,2,6
18,36,648,216,3,3,4
16,30,480,160,3,3,6
8,29,232,78,3,3,5
1,13,13,5,3,2,4
12,20,240,80,3,2,7
8,22,176,59,3,3,4
16,18,288,96,3,2,6
18,13,234,78,3,3,4
4,21,84,28,3,2,4
6,18,108,36,3,2,4
12,22,264,88,3,2,4
9,57,513,171,3,3,4
15,35,525,175,3,2,4
16,47,752,251,3,3,4
12,51,612,204,3,3,4
14,22,308,103,3,2,4
13,48,624,208,3,3,5
2,37,74,25,3,3,4
3,28,84,28,3,2,6
10,33,330,110,3,3,4
9,28,252,84,3,3,4
20,58,1160,387,3,2,4
8,22,176,59,3,2,4
10,22,220,74,3,2,4
19,37,703,235,3,3,4
3,11,33,11,3,3,6
5,19,95,32,3,2,5
3,31,93,31,3,3,4
16,22,352,118,3,2,5
17,18,306,102,3,2,4
15,42,630,210,3,2,4
3,23,69,23,3,3,4
12,57,684,228,3,3,5
9,29,261,87,3,2,5
12,24,288,96,3,2,6
15,41,615,205,3,3,4
2,42,84,28,3,2,4
18,26,468,156,3,3,5
20,33,660,220,3,2,4
12,39,468,156,3,2,4
4,22,88,30,3,3,4
16,56,896,299,3,3,4
16,57,912,304,3,3,4
1,25,25,9,3,3,4
2,11,22,8,3,3,4
3,26,78,26,3,2,4
20,41,820,274,3,2,4
17,52,884,295,3,3,4
20,17,340,114,3,3,4
1,12,12,4,3,2,4
20,21,420,140,3,2,4
6,29,174,58,3,3,4
15,25,375,125,3,3,5
14,23,322,108,3,2,5
20,25,500,167,3,3,4
15,58,870,290,3,2,4
14,52,728,243,3,2,6
5,58,290,97,3,3,4
6,60,360,120,3,2,4
17,42,714,238,3,2,4
11,39,429,143,3,2,4
16,21,336,112,3,3,4
12,24,288,96,3,2,8
15,27,405,135,3,3,6
4,37,148,50,3,2,4
18,32,576,192,3,2,4
3,23,69,23,3,2,4
8,39,312,104,3,2,4
3,42,126,42,3,2,4
8,54,432,144,3,3,4
18,24,432,144,3,3,4
10,16,160,54,3,2,4
20,24,480,160,3,3,4
17,51,867,289,3,3,8
8,55,440,147,3,2,4
11,47,517,173,3,3,8
5,55,275,92,3,3,4
13,53,689,230,3,3,4
5,20,100,34,3,3,4
13,38,494,165,3,2,4
6,40,240,80,3,3,4
5,34,170,57,3,2,7
9,33,297,99,3,2,8
16,28,448,150,3,3,4
2,11,22,8,3,2,4
1,31,31,11,3,3,4
8,29,232,78,3,2,4
19,42,798,266,3,3,4
11,17,187,63,3,3,4
12,34,408,136,3,2,4
12,55,660,220,3,3,4
7,18,126,42,3,3,4
13,43,559,187,3,3,4
8,32,256,86,3,3,4
9,14,126,42,3,2,8
7,34,238,80,3,2,4
15,17,255,85,3,2,6
2,25,50,17,3,3,6
20,57,1140,380,3,2,8
12,54,648,216,3,3,5
1,24,24,8,3,3,4
8,10,80,27,3,3,6
5,31,155,52,3,2,4
15,12,180,60,3,2,4
1,47,47,16,3,2,8
1,23,23,8,3,2,5
10,45,450,150,3,3,8
10,27,270,90,3,2,5
15,56,840,280,3,2,6
17,50,850,284,3,2,5
6,27,162,54,3,2,5
3,12,36,12,3,3,4
13,19,247,83,3,2,7
16,58,928,310,3,2,6
8,48,384,128,3,2,6
15,56,840,280,3,3,4
17,10,170,57,3,2,4
17,36,612,204,3,2,4
13,36,468,156,3,2,7
17,20,340,114,3,3,4
6,58,348,116,3,3,4
17,14,238,80,3,2,4
16,16,256,86,3,2,6
14,28,392,131,3,3,6
13,38,494,165,3,3,6
6,24,144,48,3,3,4
3,44,132,44,3,3,4
14,56,784,262,3,3,4
14,46,644,215,3,2,4
15,21,315,105,3,2,6
8,39,312,104,3,2,4
15,29,435,145,3,2,4
13,46,598,200,3,3,4
17,12,204,68,3,3,4
3,18,54,18,3,3,7
6,50,300,100,3,3,4
5,48,240,80,3,3,5
17,35,595,199,3,2,4
2,11,22,8,3,2,4
15,32,480,160,3,2,4
5,32,160,54,3,2,4
20,30,600,200,3,2,5
6,25,150,50,3,3,4
6,18,108,36,3,3,4
18,22,396,132,3,3,4
18,37,666,222,3,3,4
4,36,144,48,3,3,6
17,60,1020,340,3,2,4
14,26,364,122,3,2,4
14,47,658,220,3,2,5
13,45,585,195,3,3,4
7,10,70,24,3,3,4
12,27,324,108,3,3,4
15,60,900,300,3,3,4
19,18,342,114,3,2,5
11,22,242,81,3,3,4
15,49,735,245,3,2,8
12,54,648,216,3,3,4
3,24,72,24,3,2,8
17,52,884,295,3,3,4
3,53,159,53,3,3,4
19,55,1045,349,3,2,4
20,13,260,87,3,2,4
4,42,168,56,3,3,5
3,33,99,33,3,2,5
16,45,720,240,3,3,4
12,60,720,240,3,3,4
8,50,400,134,3,2,4
17,19,323,108,3,3,8
7,45,315,105,3,3,6
11,29,319,107,3,2,4
18,50,900,300,3,3,6
1,54,54,18,3,3,7
3,53,159,53,3,3,4
4,20,80,27,3,3,5
13,21,273,91,3,2,4
6,27,162,54,3,2,4
14,39,546,182,3,2,4
5,53,265,89,3,3,4
16,57,912,304,3,2,4
15,46,690,230,3,2,4
15,29,435,145,3,2,6
4,34,136,46,3,3,4
8,21,168,56,3,2,4
16,30,480,160,3,2,6
16,34,544,182,3,3,4
4,20,80,27,3,3,4
13,18,234,78,3,3,8
13,59,767,256,3,3,6
2,34,68,23,3,3,4
3,44,132,44,3,3,4
8,41,328,110,3,2,8
15,58,870,290,3,2,4
11,23,253,85,3,3,4
9,10,90,30,3,3,4
7,26,182,61,3,2,4
13,34,442,148,3,3,5
2,17,34,12,3,3,5
8,14,112,38,3,2,8
7,14,98,33,3,3,5
12,50,600,200,3,3,4
19,44,836,279,3,2,4
7,28,196,66,3,2,8
10,32,320,107,3,2,4
16,18,288,96,3,2,4
3,39,117,39,3,2,7
10,59,590,197,3,3,4
6,25,150,50,3,3,4
18,42,756,252,3,3,6
18,11,198,66,3,3,8
5,23,115,39,3,3,4
7,55,385,129,3,2,6
2,10,20,7,3,3,4
11,35,385,129,3,3,4
13,34,442,148,3,3,7
5,25,125,42,3,3,8
6,24,144,48,3,3,4
14,35,490,164,3,2,4
12,56,672,224,3,3,4
4,53,212,71,3,3,4
6,25,150,50,3,3,4
10,23,230,77,3,3,4
18,38,684,228,3,3,4
15,33,495,165,3,3,4
8,56,448,150,3,2,4
9,24,216,72,3,3,6
5,28,140,47,3,2,4
10,17,170,57,3,2,4
20,43,860,287,3,3,6
6,11,66,22,3,3,5
16,36,576,192,3,3,4
3,19,57,19,3,2,4
10,44,440,147,3,3,5
11,32,352,118,3,3,4
11,58,638,213,3,3,5
17,17,289,97,3,2,4
4,37,148,50,3,2,4
4,32,128,43,3,3,4
17,13,221,74,3,2,5
9,23,207,69,3,3,7
19,51,969,323,3,2,4
5,38,190,64,3,3,4
6,10,60,20,3,2,4
3,13,39,13,3,3,4
1,41,41,14,3,3,6
20,42,840,280,3,2,4
16,58,928,310,3,2,7
11,35,385,129,3,2,4
13,26,338,113,3,2,7
10,48,480,160,3,2,5
3,32,96,32,3,3,4
9,41,369,123,3,3,4
12,24,288,96,3,2,4
14,22,308,103,3,3,4
1,11,11,4,3,3,4
18,28,504,168,3,2,4
17,33,561,187,3,3,8
9,54,486,162,3,3,4
9,33,297,99,3,2,5
10,20,200,67,3,2,7
19,31,589,197,3,3,6
15,24,360,120,3,2,4
5,19,95,32,3,3,4
15,50,750,250,3,2,4
20,36,720,240,3,2,4
2,18,36,12,3,2,4
13,37,481,161,3,2,6
16,10,160,54,3,3,4
15,26,390,130,3,2,4
10,40,400,134,3,2,8
14,53,742,248,3,3,4
10,19,190,64,3,3,4
14,46,644,215,3,3,5
9,38,342,114,3,3,4
14,27,378,126,3,2,4
3,56,168,56,3,3,4
20,47,940,314,3,2,6
16,48,768,256,3,3,4
2,58,116,39,3,2,4
10,15,150,50,3,3,4
3,49,147,49,3,2,4
11,21,231,77,3,2,4
11,23,253,85,3,3,4
13,53,689,230,3,2,4
7,19,133,45,3,2,4
17,29,493,165,3,2,4
2,24,48,16,3,2,4
12,40,480,160,3,3,4
10,16,160,54,3,2,4
18,50,900,300,3,2,4
11,19,209,70,3,3,5
16,19,304,102,3,3,6
17,57,969,323,3,3,4
19,48,912,304,3,2,4
18,37,666,222,3,2,4
3,39,117,39,3,3,4
16,46,736,246,3,2,4
6,12,72,24,3,3,4
12,59,708,236,3,2,5
11,52,572,191,3,3,4
15,24,360,120,3,2,4
15,30,450,150,3,3,6
16,46,736,246,3,2,4
10,21,210,70,3,3,4
12,13,156,52,3,2,8
13,56,728,243,3,2,6
4,18,72,24,3,2,5
7,48,336,112,3,3,4
2,51,102,34,3,2,4
15,37,555,185,3,2,7
8,32,256,86,3,2,4
7,54,378,126,3,3,6
15,49,735,245,3,2,4
14,53,742,248,3,3,4
8,31,248,83,3,2,8
12,33,396,132,3,3,4
13,60,780,260,3,3,4
11,35,385,129,3,2,4
17,39,663,221,3,3,4
17,42,714,238,3,3,4
4,25,100,34,3,2,4
8,31,248,83,3,3,4
5,58,290,97,3,3,5
16,59,944,315,3,3,4
4,52,208,70,3,3,8
15,27,405,135,3,2,4
12,16,192,64,3,3,4
5,59,295,99,3,3,4
16,35,560,187,3,2,5
14,17,238,80,3,2,8
10,15,150,50,3,3,6
7,39,273,91,3,2,4
13,48,624,208,3,2,4
20,32,640,214,3,2,6
5,41,205,69,3,2,7
3,31,93,31,3,2,8
15,51,765,255,3,2,4
4,52,208,70,3,2,8
15,54,810,270,3,2,4
14,18,252,84,3,2,4
20,40,800,267,3,3,4
19,16,304,102,3,3,4
13,18,234,78,3,3,5
10,22,220,74,3,3,6
5,12,60,20,3,3,5
20,44,880,294,3,2,4
20,42,840,280,3,2,4
6,30,180,60,3,3,5
4,40,160,54,3,3,4
2,43,86,29,3,2,6
16,41,656,219,3,3,4
18,44,792,264,3,2,4
5,24,120,40,3,3,4
4,41,164,55,3,2,6
13,15,195,65,3,3,4
19,54,1026,342,3,2,4
2,30,60,20,3,3,5
13,42,546,182,3,3,4
11,41,451,151,3,2,6
4,28,112,38,3,2,4
20,42,840,280,3,3,4
20,37,740,247,3,3,6
15,40,600,200,3,2,4
4,30,120,40,3,2,4
9,43,387,129,3,2,4
7,24,168,56,3,3,4
19,23,437,146,3,3,4
19,28,532,178,3,2,4
6,52,312,104,3,3,6
6,24,144,48,3,3,5
20,15,300,100,3,2,4
15,18,270,90,3,3,4
15,46,690,230,3,2,4
20,29,580,194,3,2,4
9,43,387,129,3,3,4
4,47,188,63,3,3,4
18,35,630,210,3,2,4
18,27,486,162,3,2,4
5,37,185,62,3,2,4
20,60,1200,400,3,3,5
11,18,198,66,3,2,5
5,41,205,69,3,2,4
4,15,60,20,3,2,5
12,23,276,92,3,2,4
2,37,74,25,3,3,6
13,33,429,143,3,3,4
10,22,220,74,3,2,6
9,52,468,156,3,3,4
10,21,210,70,3,3,4
7,60,420,140,3,3,4
4,28,112,38,3,2,4
19,30,570,190,3,3,4
10,36,360,120,3,3,4
3,28,84,28,3,2,6
19,33,627,209,3,2,4
2,35,70,24,3,3,4
20,54,1080,360,3,3,4
10,37,370,124,3,2,8
2,55,110,37,3,2,6
2,27,54,18,3,2,5
17,53,901,301,3,2,4
16,45,720,240,3,3,4
16,51,816,272,3,2,4
14,38,532,178,3,3,4
7,26,182,61,3,3,4
11,13,143,48,3,3,4
1,53,53,18,3,2,4
11,54,594,198,3,2,4
4,38,152,51,3,3,4
7,13,91,31,3,3,6
15,19,285,95,3,3,4
18,34,612,204,3,3,5
12,40,480,160,3,3,4
